0.898547411;0.151339263;1.562167048;1.170016885;-0.551905632;1.28051579;0.609681964;1.820656419;2.505652428;0.860330164;1.02484858;-0.012934387;0.387085438;0.647089124;1.958436608;1.250098228;1.018378735;1.675997972
-0.519368291;-0.361252517;0.523010135;0.900173187;0.96212244;0.477307558;1.127233982;0.390991122;0.025678664;-0.078511223;0.434620142;1.30910635;0.810319185;1.164509892;0.138078347;1.118489146;0.424692452;0.925789833
0.14125286;1.081842422;1.49655962;1.077528477;0.609585643;0.591917276;-0.273101747;-0.026745558;-0.035163671;0.372971147;1.155820727;0.351439983;0.327570349;0.261923432;-0.095020719;-0.086848795;-0.498811692;-0.240307912
1.298122764;1.402229548;2.320020199;1.850133181;1.700813174;2.509801388;1.977144718;2.033258438;1.303320765;0.774455965;1.710100532;1.605047464;2.717437029;2.69555831;1.851436377;1.796357393;0.607051909;1.537362576
1.741896749;2.170966864;0.341529399;0.292977482;0.666119158;0.706025481;0.922841311;1.050867558;1.136483788;0.465486884;0.647195876;0.645991802;0.846289575;1.087610602;1.248222947;0.044101596;0.4745287;0.187036663
0.593198359;0.113358319;-0.165309787;-0.208585799;-0.419248313;0.173944652;0.428492576;0.88612318;0.581852615;-0.172979116;0.964763641;-0.472919017;0.594220281;0.357636839;0.191095576;0.113092847;0.246462613;0.104953527
1.384870887;1.037934065;0.915619791;1.260320544;1.604175329;1.782931566;1.659451723;2.797111988;2.849746704;1.520138144;0.650283575;1.702684879;1.12495482;1.685191393;2.06631422;1.547621131;1.656000137;1.672562838
0.009528518;0.112931728;0.214826807;0.028762355;0.70348835;0.987452626;1.494853377;1.359388828;0.907599747;0.742597699;-0.020853132;0.964716792;0.521253884;1.139309168;0.432172418;1.676557779;1.090541244;0.572503805
1.583342791;1.752600431;1.897191286;0.233239457;0.539376199;2.288285732;1.91143477;1.932598591;1.639001846;1.560176015;1.902072906;1.531982183;2.664284229;2.459376335;1.854337454;1.890228748;1.299874187;0.73470968
-0.122660458;0.038061976;0.452370554;-0.055542618;0.028375026;0.26030153;-1.028179884;0.052775383;0.46780017;-0.122595191;0.142467201;-0.291650653;0.057028804;-0.485654771;-0.144193217;-0.553690135;-0.161676645;-0.802853525
1.145411253;2.782086372;2.269428015;0.411341667;0.211728394;0.649561167;0.166038036;-0.393912077;-0.189108074;2.28932786;3.425024509;1.229134321;2.057034254;0.634791732;0.566122949;-0.137982607;0.795339584;2.332384586
0.131034061;0.422496945;-0.487347931;0.279289544;0.725870848;0.035148889;0.346864343;0.368730158;0.079771519;0.737416506;-0.394944131;1.557162523;0.420304149;0.968152046;0.454706073;0.281450331;0.419738889;1.553538918
1.495665431;1.116888523;2.179632187;1.379238367;1.976614594;2.023492098;1.083637595;1.09650743;1.032728195;1.752006531;1.625014901;1.248673916;1.653190613;1.495593905;1.159133911;1.432470441;1.119908452;1.748646975
1.394287467;1.400375485;0.539654613;0.454125166;0.442901611;0.863929987;1.323106289;1.243436813;0.638438642;1.435786009;0.571445942;1.634908438;0.989452839;1.228792667;0.66107887;0.738893569;0.487637162;1.909989119
-0.414350569;-0.300041258;-0.185981512;0.917740166;1.072284698;-0.085959196;0.394918561;0.341370106;0.207309216;0.235995114;-0.180173457;0.541229606;0.092441678;0.322352111;-0.039477721;0.499175787;0.436522514;0.048102677
0.603701413;0.878704607;0.886168718;-0.081097603;0.274849594;1.220892072;1.063675404;1.215147972;0.741935968;0.498322397;0.541793048;0.623360157;1.02425468;1.068310499;0.766135216;1.005431056;0.548472166;0.384562373
